LOCUSTAG,SPECIES,FILENAME,CONTIG_COUNT,TOTAL_LENGTH,MIN,MAX,MEDIAN,MEAN,L50,N50,L90,N90,GC_PERCENT,T2T_SCAFFOLDS,TELOMERE_FWD,TELOMERE_REV
FDB574B3,Rhizophagus irregularis,Rhizophagus_irregularis_DAOM-197198,32,146773001,2669031,7995222,4919323,4586656.28,13,5085394,28,3440831,27.84,15,22,24
FE9449CC,Rhizophagus prolifer,Rhizophagus_prolifer_CMCC_AM-1901,17538,79952875,2001,235026,3538,4558.84,4801,5037,13955,2486,30.15,0,38,46
F104509E,Rhizophagus sp. LPA8_1_AMF,Rhizophagus_sp._LPA8_1_AMF_LPA8_1_AMF,11378,111010693,2001,120266,5724,9756.61,1955,15996,7501,3967,27.11,0,33,39
FFE1A4F3,Rhizophagus sp. LPA8_3_AMF,Rhizophagus_sp._LPA8_3_AMF_LPA8_3_AMF,11394,110532859,2001,113792,5675,9700.97,1965,16011,7523,3950,27.10,0,44,38
F98F21B5,Rhizophagus sp. LPA8_4_AMF,Rhizophagus_sp._LPA8_4_AMF_LPA8_4_AMF,11457,110999424,2001,138467,5721,9688.35,2003,15690,7565,3979,27.10,0,41,34
F4AB221D,Rhizophagus sp. MUCL 43196,Rhizophagus_sp._MUCL_43196_MUCL_43196,2025,124854677,2007,686315,28817,61656.63,265,140296,963,31691,23.75,0,9,19
FBDB2FE6,Rhizophlyctis rosea,Rhizophlyctis_rosea_JEL0764,1140,47706259,2020,450111,16733,41847.60,133,106056,512,21443,50.10,1,8,17
FC61FA4C,Rhizopogon fuscorubens,Rhizopogon_fuscorubens_AM-Bonito1a,5114,19890053,2002,32854,3135,3889.33,1551,4052,4187,2306,47.97,0,5,7
F943BB85,Rhizopogon hawkerae,Rhizopogon_hawkerae_AM-Trappe36296,3966,27669021,2001,143158,4352,6976.56,746,9974,2829,2963,48.15,0,9,5
FE90E39F,Rhizopogon parksii,Rhizopogon_parksii_AM-Trappe36302,3836,27021015,2001,93538,4233,7044.06,709,10491,2714,2919,48.33,0,6,9
F7D6D147,Rhizopogon roseolus,Rhizopogon_roseolus_Mykothek_Nr_97.03,1123,33364154,2004,547319,11331,29709.84,136,72143,513,13859,47.86,0,3,0
FF8B176D,Rhizopogon rudus,Rhizopogon_rudus_AM-MX12-043c,2664,33037549,2001,228706,5407,12401.48,339,25694,1556,4398,48.23,0,8,5
F1842703,Rhizopogon salebrosus,Rhizopogon_salebrosus_TDB-379,1628,81786239,2013,664539,29065,50237.25,238,106953,783,30260,25.26,0,4,3
FC138680,Rhizopogon sp. AM-2018a,Rhizopogon_sp._AM-2018a_AM-CA11-027,2529,32618061,2002,312656,5649,12897.61,308,27329,1464,4589,48.10,0,5,7
F8C4B53F,Rhizopogon vesiculosus,Rhizopogon_vesiculosus_AM-OR11-056,2771,40834730,2002,446864,6559,14736.46,339,32010,1572,5491,46.58,0,5,10
F6B50830,Rhizopogon villosulus,Rhizopogon_villosulus_AM-UT12-148a,4593,22707549,2001,39969,3667,4943.95,1177,5746,3586,2536,47.70,0,5,7
FD16285E,Rhizopogon vinicolor,Rhizopogon_vinicolor_AM-OR11-026,1633,35170825,2003,560457,9953,21537.55,207,44985,908,8447,47.12,0,0,0
F583192E,Rhizopogon vulgaris,Rhizopogon_vulgaris_AM-UT12-125,2339,26022649,2003,128491,6321,11125.54,379,18902,1471,4487,47.97,0,3,1
F935C968,Rhizopus arrhizus,Rhizopus_arrhizus_Y5,41,50257186,180402,3235075,1080079,1225785.02,12,1791927,30,664537,35.57,0,0,0
FFD9DFE7,Rhizopus azygosporus,Rhizopus_azygosporus_CBS_357.93,3936,37086454,2001,56677,6871,9422.37,881,13059,2744,4442,37.18,0,3,9
F1837E65,Rhizopus delemar,Rhizopus_delemar_RA_99-880,83,46148878,4433,5735491,15409,556010.58,6,3104119,17,783160,34.95,0,0,0
F8031B74,Rhizopus microsporus,Rhizopus_microsporus_ATCC_52813,86,25904750,2057,2782175,28642,301218.02,8,1118338,26,266550,36.58,0,0,0
F6BBF1CA,Rhizopus sp. PT2906,Rhizopus_sp._PT2906_PT2906,1409,48815730,2002,436469,16250,34645.66,190,72549,683,17707,37.12,0,9,4
F41B6D63,Rhizopus stolonifer,Rhizopus_stolonifer_B9770,2567,35235418,2001,130670,7302,13726.30,398,25553,1536,5525,35.49,0,3,2
F2BF8CFA,Rhizosphaera kalkhoffii,Rhizosphaera_kalkhoffii,15,24853322,44364,2517799,1776686,1656888.13,6,1841781,12,1637757,50.44,11,12,12
F81354A2,Rhodocollybia butyracea,Rhodocollybia_butyracea_AH_40177,1474,96272024,2137,1544803,28836,65313.45,150,155419,851,23913,45.61,0,3,6
FE84655C,Rhodofomes roseus,Rhodofomes_roseus_CIRM-BRFM_1785,79,38367723,3347,2445783,255924,485667.38,11,1142371,34,409454,55.79,0,0,7
F3DBC1AA,Rhodosporidiobolus odoratus,Rhodosporidiobolus_odoratus_XQR,52,24898183,5247,2540755,243961,478811.21,7,1200460,22,276048,56.90,0,0,0
F97DD52B,Rhodosporidiobolus sp. SP3-3/4,Rhodosporidiobolus_sp._SP3-3_4_SP3-3_4,234,24335159,2082,1141557,47218,103996.41,29,223392,102,62979,64.02,0,21,11
FB9D5AB7,Rhodotorula babjevae,Rhodotorula_babjevae_CBS_7808,27,21862387,8677,2415752,644441,809718.04,8,1067634,19,429397,68.23,0,3,7
F38A1400,Rhodotorula diobovata,Rhodotorula_diobovata_UCD-FST_08-225,336,21106357,2016,563716,41460,62816.54,55,118648,181,35373,66.92,0,7,8
FE4BBF15,Rhodotorula glutinis,Rhodotorula_glutinis_QYH-2023,20,19853319,7937,2725152,970690,992665.95,7,1249260,15,715192,60.67,3,8,9
F8663704,Rhodotorula graminis,Rhodotorula_graminis_WP1,25,21012957,3332,2366775,672003,840518.28,7,1420730,16,525756,67.00,0,6,0
FBDFCC93,Rhodotorula kratochvilovae,Rhodotorula_kratochvilovae_YM25235,46,23718404,30759,2421707,203001,515617.48,8,1067950,22,255572,67.30,0,4,3
F3D59DF9,Rhodotorula mucilaginosa,Rhodotorula_mucilaginosa_GDMCC2.30,19,20354758,40152,2228820,1023225,1071303.05,7,1363337,15,682513,60.48,10,11,13
F35A511F,Rhodotorula paludigena,Rhodotorula_paludigena_BS15,19,22499923,44441,1751840,1173231,1184206.47,8,1354873,16,845032,64.25,8,11,12
FC471836,Rhodotorula sp. BUB8,Rhodotorula_sp._BUB8_BUB8,54,20394133,71327,1218396,311165,377669.13,13,523656,37,172792,64.34,0,8,18
F5E48ABB,Rhodotorula sp. CC01,Rhodotorula_sp._CC01_CC01,140,19925548,2044,955711,69320,142325.34,18,347364,63,87924,60.03,0,14,17
F59C040A,Rhodotorula sp. CCFEE 5036,Rhodotorula_sp._CCFEE_5036_CCFEE_5036,121,19046492,2084,930366,94011,157409.02,19,337802,57,104466,60.56,0,14,16
F609CFF7,Rhodotorula sp. CP72-2,Rhodotorula_sp._CP72-2_CP72-2,221,21282207,2002,748751,48237,96299.58,29,223398,98,55857,64.92,0,15,9
FA9AF733,Rhodotorula sp. FNED7-22,Rhodotorula_sp._FNED7-22_FNED7-22,2892,16339983,2500,165144,4037,5650.06,700,5929,2291,2987,49.38,0,4,1
F8C33FE9,Rhodotorula sp. JG-1b,Rhodotorula_sp._JG-1b_JG-1b,142,19373791,2292,1017535,79543,136435.15,18,301937,69,83857,60.61,0,16,14
FBE2CBDC,Rhodotorula sp. M30-05A-2,Rhodotorula_sp._M30-05A-2_M30-05A-2,379,20173441,2064,297488,36503,53228.08,68,91068,229,26498,60.56,0,8,11
F4105AA8,Rhodotorula sp. PL61-2,Rhodotorula_sp._PL61-2_PL61-2,201,21285111,2021,892677,35570,105896.07,23,339562,79,64218,64.91,0,14,11
FD738BD6,Rhodotorula sp. S30-09,Rhodotorula_sp._S30-09_S30-09,100,18502043,2152,1175058,116257,185020.43,17,395462,47,136012,61.52,0,5,7
F5EF8781,Rhodotorula sp. VS67,Rhodotorula_sp._VS67_VS67,146,20214016,2011,1305728,45989,138452.16,15,350365,58,81129,60.57,0,12,13
F8C932C2,Rhodotorula sp. ZM1,Rhodotorula_sp._ZM1_ZM1,232,19048505,2042,546159,45072,82105.62,35,178286,112,48672,61.24,0,12,9
F06D32B5,Rhodotorula sphaerocarpa,Rhodotorula_sphaerocarpa_GDMCC_60679,32,18031004,22796,1921806,514641,563468.88,8,1074774,18,452151,63.00,8,12,13
FE6A7FE5,Rhodotorula taiwanensis,Rhodotorula_taiwanensis_MD1149,158,19572431,2006,946164,43404,123876.15,17,388693,60,75810,61.60,0,13,13
F0A81658,Rhodotorula toruloides,Rhodotorula_toruloides_NP11,71,20192469,2165,1534859,192384,284400.97,11,574942,33,224271,61.92,3,16,12
FDFEC69F,Rhynchosporium agropyri,Rhynchosporium_agropyri_04CH-RAC-A.6.1,437,52378485,2007,1165341,41822,119859.23,54,303442,182,72182,42.93,0,3,10
F9389B09,Rhynchosporium commune,Rhynchosporium_commune_UK7,149,55618082,2115,3320302,193504,373275.72,22,800985,68,290334,42.32,0,9,9
F691E714,Rhynchosporium secalis,Rhynchosporium_secalis_02CH4-6a.1,2129,49409302,2001,728490,4630,23207.75,117,113654,758,7330,43.91,0,19,19
F48F6EB1,Rhypophila decipiens,Rhypophila_decipiens_PSN293,633,46895680,2003,1228838,19774,74084.80,63,197511,246,49738,51.67,1,6,12
FA3E7180,Rhytidhysteron rufulum,Rhytidhysteron_rufulum_CBS_306.38,2292,38638437,2001,132928,11212,16857.96,424,27599,1415,7708,48.07,0,6,7
FF2044E9,Rickenella mellea,Rickenella_mellea_SZMC22713,608,44724983,2003,2920446,9890,73560.83,27,361966,153,48242,47.61,0,3,1
FC9C2394,Rigidonotus glomeratus,Rigidonotus_glomeratus_Yunnan,23,38374347,113023,4540672,1610368,1668449.87,7,2085074,16,1352901,47.98,0,4,3
F7475F69,Ripartites tricholoma,Ripartites_tricholoma,58,59893833,3000,6981724,31622,1032652.29,5,5378089,10,4227053,46.57,2,6,7
FCB42474,Roridomyces roridus,Roridomyces_roridus_9284,539,91116867,2378,4570463,36549,169047.99,19,1221738,195,55831,53.12,0,0,13
F76B6AF8,Rosellinia necatrix,Rosellinia_necatrix_R18_UHMW+HMW,12,49113603,187720,7159521,4357776,4092800.25,4,5164013,9,3369523,45.46,9,9,10
F1225DC4,Rossbeevera mucosa,Rossbeevera_mucosa_NY1194094,6696,53909443,2001,145717,4758,8050.99,1110,11902,4615,3320,48.01,0,3,3
FF860EEE,Rossbeevera pachydermis,Rossbeevera_pachydermis_NY2072539,4007,38722454,2001,394644,4131,9663.70,343,23426,2505,3350,48.76,0,6,0
FA365FF4,Rostrohypoxylon terebratum,Rostrohypoxylon_terebratum_CBS_119137,354,37206231,2069,1456631,38211,105102.35,38,270506,149,54017,47.60,0,7,8
F0CF8D08,Rubinoboletus rubinus,Rubinoboletus_rubinus_KM192148,4359,16700868,2001,29275,3240,3831.35,1408,4040,3590,2358,50.92,0,1,3
F16C71CA,Rubroboletus pulcherrimus,Rubroboletus_pulcherrimus_MICH24411,4054,35832510,2002,149526,4619,8838.80,587,14833,2692,3423,50.71,0,2,2
F1EE54A5,Rubroboletus rhodosanguineus,Rubroboletus_rhodosanguineus_MICH254748,6692,47748476,2002,120961,4680,7135.16,1322,9732,4799,3144,48.60,0,1,1
F88F6469,Rubroboletus satanas,Rubroboletus_satanas_MICH61460,4272,39309891,2003,460651,4992,9201.75,618,14648,2825,3645,50.47,0,4,2
F3616C3A,Rugiboletus extremiorientalis,Rugiboletus_extremiorientalis_TRTC161168,7874,41543865,2001,97401,3706,5276.08,1806,6100,6051,2593,49.87,0,1,4
FA013EA4,Rugonectria rugulosa,Rugonectria_rugulosa_CBS_126565,1556,46146311,2002,353838,16639,29657.01,252,56624,874,13959,51.33,0,2,0
F3EB814B,Rugosomyces carneus,Rugosomyces_carneus_D47,4709,34985299,2001,378529,3748,7429.45,592,11635,3221,2800,46.34,0,10,9
F5327486,Rusavskia elegans,Rusavskia_elegans_YAF01,242,44292505,2563,990773,99058,183026.88,39,385707,129,94751,40.70,0,15,20
F4E6FF8C,Russula abietina,Russula_abietina_MG143,5677,47336306,2001,123711,5417,8338.26,1105,12289,3916,3600,48.99,0,2,3
F460FEF2,Russula aff. compacta,Russula_aff._compacta_MG44,8730,63866846,2001,127852,4937,7315.79,1751,9875,6229,3245,50.44,0,4,6
FC556231,Russula aff. farinipes,Russula_aff._farinipes,12,39023744,37765,5141320,3265300,3251978.67,5,3734652,10,2692195,51.85,0,0,0
F10ECB7D,Russula aff. rugulosa BPL654,Russula_aff._rugulosa_BPL654_BPL654,1244,43239147,2002,1112149,12945,34758.16,102,106986,612,13182,50.26,0,2,2
FCB61B2B,Russula brevipes,Russula_brevipes_BPL707,1206,48360682,2038,1267462,14314,40100.07,78,153050,596,14440,53.18,0,2,0
F3717A91,Russula compacta,Russula_compacta_BPL669,928,45593378,2058,1008415,16111,49130.80,91,135989,415,19496,50.28,0,0,0
FDADFE3A,Russula dissimulans,Russula_dissimulans_BPL704,468,44655701,2001,1430124,20582,95418.16,38,288528,166,44800,51.43,0,1,1
F31E5B62,Russula earlei,Russula_earlei_BPL698,1938,69908102,2004,605790,17344,36072.29,237,77033,1083,15192,49.30,0,6,5
F2CF8559,Russula emetica,Russula_emetica_Prilba,440,55115222,2117,1799002,41037,125261.87,29,533037,217,41723,50.59,0,0,3
F8616260,Russula foetens,Russula_foetens_MG47,5330,43999106,2001,127675,5426,8254.99,1063,11978,3710,3606,51.29,0,5,4
FB3BF340,Russula griseocarnosa,Russula_griseocarnosa_E138,234,50640603,2049,2926882,80526,216412.83,26,524947,118,78847,49.26,0,0,2
FD6ACD86,Russula lepida,Russula_lepida_MG46,2154,38822583,2001,836716,5908,18023.48,149,52557,1045,6174,48.57,0,4,1
F09BA05D,Russula ochroleuca,Russula_ochroleuca_Prilba,230,44717648,2251,3223874,24127,194424.56,11,1153059,55,126078,51.54,0,1,1
F3D49399,Russula olivacea,Russula_olivacea,12,38390055,55352,4836621,3414614,3199171.25,5,3449110,10,2903618,50.20,0,0,0
F89FD719,Russula sp. MG48,Russula_sp._MG48_MG48,6210,58528664,2001,165518,6049,9424.91,1163,14376,4161,3981,52.09,0,5,3
F276E5A8,Russula vinacea,Russula_vinacea_BPL710,803,43248524,2044,1220473,16390,53858.68,60,178990,370,17884,51.19,0,2,1
F80A6CDA,Russula virescens,Russula_virescens_MG14,3859,61716899,2005,358942,7784,15992.98,476,33159,2231,6396,49.89,0,4,3
F7288317,Rutstroemia sp. NJR-2017a BBW,Rutstroemia_sp._NJR-2017a_BBW_NJR-2017a_BBW,98,41919240,21187,4609270,150813,427747.35,9,1238013,41,216207,44.98,0,3,1
F33D5E14,Rutstroemia sp. NJR-2017a BVV2,Rutstroemia_sp._NJR-2017a_BVV2_NJR-2017a_BVV2,79,43401613,51564,2476170,433555,549387.51,16,973512,46,341361,45.38,0,11,6
F4A05088,Rutstroemia sp. NJR-2017a WRK4,Rutstroemia_sp._NJR-2017a_WRK4_NJR-2017a_WRK4,144,42311284,47886,1437810,197426,293828.36,30,459069,95,141902,45.56,0,0,0
F77A1331,Rutstroemia sydowiana,Rutstroemia_sydowiana_CBS_115975,4105,45177224,2001,107022,6877,11005.41,754,17732,2697,4707,42.61,0,9,5
F624A265,Sabuloglossum arenarium,Sabuloglossum_arenarium_OHW4XY2QZN,1209,32533234,4503,284666,14636,26909.21,189,49199,747,10599,48.22,0,4,9
FB16F25E,Saccharata proteae,Saccharata_proteae_CBS_121410,195,31357064,2030,3350875,16661,160805.46,9,934362,39,123032,52.81,2,17,14
F009C6B0,Saccharomyces bayanus,Saccharomyces_bayanus_FM677,18,12227735,64226,1290351,784198,679318.61,6,913400,13,474463,40.07,0,0,0
F4ABBCDF,Saccharomyces boulardii,Saccharomyces_boulardii_KCTC_13826BP,16,12971764,18074,1494425,954154,810735.25,5,1117196,12,522982,38.48,0,0,0
F332EAA5,Saccharomyces cerevisiae x Saccharomyces eubayanus,Saccharomyces_cerevisiae_x_Saccharomyces_eubayanus_yHQL630,331,22309189,2025,507778,30644,67399.36,42,183267,149,36737,39.00,0,0,1
F7F61EE9,Saccharomyces cerevisiae x Saccharomyces eubayanus x Saccharomyces kudriavzevii x Saccharomyces uvarum,Saccharomyces_cerevisiae_x_Saccharomyces_eubayanus_x_Saccharomyces_kudriavzevii_x_Saccharomyces_uvarum_yHQL563,300,29726402,2020,624996,50844,99088.01,44,232054,132,65741,39.30,0,0,0
FDB8D0B0,Saccharomyces cerevisiae x Saccharomyces eubayanus x Saccharomyces uvarum,Saccharomyces_cerevisiae_x_Saccharomyces_eubayanus_x_Saccharomyces_uvarum_yHAB34,484,23455525,2004,492076,17891,48461.83,57,122869,204,24974,39.19,0,2,1
FAA2C665,Saccharomyces cerevisiae x Saccharomyces kudriavzevii,Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii_CEG,97,15353929,2255,899594,74792,158287.93,16,345452,44,120023,38.66,0,0,0
F71EA977,Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces eubayanus,Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii_x_Saccharomyces_eubayanus_yHQL560,334,24823090,2020,515538,30205,74320.63,45,181903,140,48604,39.08,0,2,3
F91D2AA7,Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces uvarum,Saccharomyces_cerevisiae_x_Saccharomyces_kudriavzevii_x_Saccharomyces_uvarum_CBS_2834,689,26784067,2010,386413,23223,38873.83,106,72553,361,20813,39.26,0,2,1
F28E8ED8,Saccharomyces cerevisiae x Saccharomyces uvarum,Saccharomyces_cerevisiae_x_Saccharomyces_uvarum_Muri,176,22647289,2070,838290,67774,128677.78,25,282134,78,96117,39.11,0,1,0
F2E18913,Saccharomyces eubayanus,Saccharomyces_eubayanus_FM1318,23,11732283,2015,1274804,588913,510099.26,6,896107,13,401362,39.43,0,0,0
FDFD1660,Saccharomyces eubayanus x Saccharomyces uvarum,Saccharomyces_eubayanus_x_Saccharomyces_uvarum_yHQL555,119,11857090,2025,670295,7255,99639.41,11,463288,32,83505,40.04,0,0,0
F3BFAC65,Saccharomyces jurei,Saccharomyces_jurei,18,11938758,105732,1474466,671067,663264.33,7,738741,14,458950,37.90,0,0,0
F1C911DE,Saccharomyces kudriavzevii,Saccharomyces_kudriavzevii_IFO1802,16,11913776,216969,1470946,797769,744611.00,6,901691,13,456381,39.82,0,0,0
FA6ADBE6,Saccharomyces mikatae,Saccharomyces_mikatae_IFO1815,16,12104871,248052,1495645,753128,756554.44,6,811203,13,542523,37.95,0,0,0
FC145A84,Saccharomyces paradoxus,Saccharomyces_paradoxus_CBS432,17,12092683,71355,1477988,743843,711334.29,6,903028,13,443128,38.49,0,2,2
F1148B87,Saccharomyces pastorianus,Saccharomyces_pastorianus_CBS_1483,32,23034570,68568,1479912,770125,719830.31,11,862309,24,547692,39.07,0,0,0
F42976C0,Saccharomyces sp. M14,Saccharomyces_sp._M14_M14,131,22766700,2035,1279192,32975,173791.60,14,575172,43,141484,39.04,0,0,0
F82C910B,Saccharomyces uvarum,Saccharomyces_uvarum_ZP964,16,11715280,204763,1292445,773076,732205.00,6,920918,13,409318,39.96,0,0,0
FED3096F,Saccharomycetaceae sp.,Saccharomycetaceae_sp._CTeuk-1819,68,8536924,8260,917915,87743,125543.00,13,185063,45,60415,52.04,0,0,0
F945E4C0,Saccharomycetales sp.,Saccharomycetales_sp._CTeuk-1144,33,10661328,5281,1153342,229740,323070.55,6,806743,20,189907,43.81,0,0,0
F2B0AD2D,Candida sp. AC06,Saccharomycetales_sp._AC06_AC06,1795,23628602,2004,113861,8917,13163.57,348,20108,1169,6095,44.72,0,0,1
F6E290E7,Zygoascus sp. PK3305,Saccharomycetales_sp._PK3305_PK3305,10,12333512,4520,3567852,1133094,1233351.20,2,2744304,5,1133094,48.32,0,0,0
F0EDCA31,Trichomonascaceae sp. Y4102,Saccharomycetales_sp._Y4102_Y4102,72,10684575,2023,936324,65580,148396.88,10,371401,30,93622,50.89,0,0,0
FDCCF0EC,Debaryomycetaceae sp. yHKB357,Saccharomycetales_sp._yHKB357_yHKB357,939,14122549,2002,143029,9445,15039.99,165,25424,578,6993,50.59,0,0,0
FAB036A4,Saccharomycodes ludwigii,Saccharomycodes_ludwigii_NBRC_1722,8,12500424,26468,3075113,1676928,1562553.00,3,1848403,6,1311753,30.60,0,0,0
F286ED04,Saccharomycopsidaceae sp.,Saccharomycopsidaceae_sp._CTeuk-1920,1283,22203071,3278,104825,13399,17305.59,329,20959,972,8967,38.02,0,3,2
F085ABF1,Saccharomycopsis amapae,Saccharomycopsis_amapae_CBS_7872,217,14851951,2013,454667,29585,68442.17,28,157708,102,38164,37.88,0,0,0
FDF61D9B,Saccharomycopsis babjevae,Saccharomycopsis_babjevae_CBS_9167,170,14410844,2025,822005,36971,84769.67,23,201404,73,49129,33.53,0,0,0
F65BDB4C,Saccharomycopsis capsularis,Saccharomycopsis_capsularis_CBS_7262,86,17178950,2019,1508452,30583,199755.23,10,577772,28,212091,43.04,0,0,0
FD7E8BF2,Saccharomycopsis crataegensis,Saccharomycopsis_crataegensis_SC-9,21,17133716,3227,4216305,495789,815891.24,3,2353792,10,683020,37.33,0,0,0
F0089D73,Saccharomycopsis fermentans,Saccharomycopsis_fermentans_CBS_7830,23,14446712,2041,3513907,27860,628117.91,3,2145923,8,784923,34.23,0,0,0
F7CAEDD1,Saccharomycopsis fibuligera,Saccharomycopsis_fibuligera_KPH12,7,19567216,1353399,4889271,2649207,2795316.57,3,3000806,6,1441802,38.24,0,0,0
F073CA92,Saccharomycopsis fibuligera x Saccharomycopsis cf. fibuligera,Saccharomycopsis_fibuligera_x_Saccharomycopsis_cf._fibuligera_KJJ81,14,38516460,1344334,4911352,2651701,2751175.71,5,3014088,12,1410247,38.54,0,0,0
F15ECC69,Saccharomycopsis fodiens,Saccharomycopsis_fodiens_CBS_8332,16,14938663,2027,2742214,787629,933666.44,3,2605998,8,787629,51.08,0,0,0
F0A28F74,Saccharomycopsis guyanensis,Saccharomycopsis_guyanensis_CBS_12914,35,13815683,2407,1730390,284418,394733.80,6,885145,17,299749,45.38,0,0,0
F08AFE51,Saccharomycopsis javanensis,Saccharomycopsis_javanensis_CBS_2555,120,14216834,2015,599676,66832,118473.62,19,253886,60,66832,30.97,0,0,0
FAA2B045,Saccharomycopsis lassenensis,Saccharomycopsis_lassenensis_CBS_8524,81,12775990,2096,1194839,55206,157728.27,9,415112,32,115368,43.47,0,0,0
FF88EFD9,Saccharomycopsis malanga,Saccharomycopsis_malanga_KCN26,7,16952356,173850,3543799,2716178,2421765.14,3,3137114,6,1527952,37.95,0,0,0
F3C8756F,Saccharomycopsis microspora,Saccharomycopsis_microspora_CBS_6393,51,15825940,2506,1183111,246085,310312.55,10,525497,25,270790,42.73,0,0,0
FA8D6471,Saccharomycopsis olivae,Saccharomycopsis_olivae_CBS_12701,203,12104944,2020,1100504,23363,59630.27,22,130656,92,29195,38.05,0,0,0
F95761F2,Saccharomycopsis oosterbeekiorum,Saccharomycopsis_oosterbeekiorum_CBS_14943,164,13468327,2007,609315,37227,82123.95,23,180341,72,50149,33.69,0,0,1
F5611F45,Saccharomycopsis phalluae,Saccharomycopsis_phalluae_GUCC_202006,8,14148124,1018027,2335166,1822654,1768515.50,4,1822654,7,1540684,43.56,0,0,0
FFFBEBE2,Saccharomycopsis schoenii,Saccharomycopsis_schoenii_CBS_7425,39,13778943,2207,1753531,206427,353306.23,7,793505,18,261925,33.54,0,0,0
FF4B61CE,Saccharomycopsis selenospora,Saccharomycopsis_selenospora_NRRL_Y-1357,121,14836868,2011,1472289,70881,122618.74,17,266562,56,88491,29.11,0,0,0
F354F22C,Saccharomycopsis sp. FM-2023a,Saccharomycopsis_sp._FM-2023a_CD511,444,14071900,2011,246260,21067,31693.47,74,54861,258,16167,30.73,0,0,1
FF74B102,Saccharomycopsis sp. KB-2023a,Saccharomycopsis_sp._KB-2023a_UFMG-CM-Y6991,108,13191323,2179,780864,87215,122141.88,17,274315,53,88210,34.85,0,0,0
FE34207B,Saccharomycopsis sp. NRRL Y-5750,Saccharomycopsis_sp._NRRL_Y-5750_NRRL_Y-5750,234,16683665,2016,1031944,33277,71297.71,31,169906,102,47527,44.12,0,0,0
F68E9EDD,Saccharomycopsis sp. UWO(PS) 91-127.1,Saccharomycopsis_sp._UWO_PS_91-127.1_UWO_PS_91-127.1,17,12188809,2366,2096787,739333,716988.76,4,1290858,9,739333,44.07,0,0,0
F41EDA4B,Saccharomycopsis sp. yHQL182,Saccharomycopsis_sp._yHQL182_yHQL182,59,14893759,2052,1640693,178868,252436.59,8,539550,29,183228,40.63,0,0,2
F4E981EC,Saccharomycopsis synnaedendra,Saccharomycopsis_synnaedendra_CBS_7763,49,15903273,2102,1655670,49846,324556.59,7,1002529,17,334657,42.90,0,0,0
F78D666B,Saccharomycopsis vini,Saccharomycopsis_vini_CBS_4110,923,17184976,2046,145174,13007,18618.61,179,30455,564,9073,30.29,0,0,0
F6365D46,Saitoella complicata,Saitoella_complicata_NRRL_Y-17804,35,14136186,13924,1476293,367729,403891.03,11,436079,27,269814,52.51,22,28,28
F20212AA,Saitozyma podzolica,Saitozyma_podzolica_DSM_27192,46,29888215,12355,2705151,459044,649743.80,10,1066819,26,380415,58.79,1,5,10
F0AF3B58,Saitozyma sp. JCM 24511,Saitozyma_sp._JCM_24511_JCM_24511,41,28159799,2196,2178591,503253,686824.37,9,1281587,21,503253,58.53,0,0,1
F4CCC899,Saksenaea oblongispora,Saksenaea_oblongispora_B3353,910,40051674,2016,549295,14538,44012.83,107,112162,374,24582,41.92,0,1,0
F5914C48,Saksenaea vasiformis,Saksenaea_vasiformis_B4078,1304,41500162,2006,560921,10635,31825.28,137,83204,561,15468,42.69,0,6,5
FD2192CD,Salinomyces thailandica,Salinomyces_thailandica_CCFEE_6315,126,23859829,2049,1019186,131642,189363.72,23,331982,70,109811,55.48,1,28,20
FC8FFADD,Salmacisia buchloeana,Salmacisia_buchloeana_OK1,22,20053587,537684,1549894,877443,911526.68,9,901006,19,599097,62.26,18,18,22
FB6E4FD7,Samsoniella hepiali,Samsoniella_hepiali_FENG,87,34628158,2433,6660791,23852,398024.80,5,2347338,15,604017,53.88,0,1,1
F94D4984,Sanghuangporus baumii,Sanghuangporus_baumii_821,217,31641441,14392,1376240,81829,145813.09,34,267109,125,68661,47.56,0,0,0
F7005949,Sanghuangporus lonicericola,Sanghuangporus_lonicericola_SCIM_3001,10580,65522080,2001,82937,4161,6193.01,2228,8111,7825,2826,56.96,0,15,8
F1D800CF,Sanghuangporus sanghuang,Sanghuangporus_sanghuang_Kangneng,37,34522431,21097,3684693,197885,933038.68,6,2512777,15,579196,47.82,0,0,3
F0EC7FB7,Sanghuangporus vaninii,Sanghuangporus_vaninii_CFCC81183,2767,23896116,2002,156392,4911,8636.11,441,14159,1863,3493,47.78,0,8,0
F959D3F3,Sanghuangporus weigelae,Sanghuangporus_weigelae_Si20,13,33912918,1575270,4491666,2646848,2608686.00,5,2774212,11,1800842,47.93,1,2,7
FF4AAE7F,Sanguinoderma infundibulare,Sanguinoderma_infundibulare_Cui_17238,88,48989820,11236,4906148,26282,556702.50,6,3461589,14,684864,55.84,5,10,15
FD12490F,Magnusiomyces fungicola,Saprochaete_fungicola,6,20189518,33027,5398951,4392232,3364919.67,2,5104597,5,2090568,40.66,0,0,0
F54695FC,Magnusiomyces paraingens,Saprochaete_ingens,6,21189208,35540,5714510,4821795,3531534.67,2,4992828,5,2723818,36.85,0,0,0
